ID,Materia,Subtopico,Dificuldade,Tempo_Min
4434,Geografia,Ambiental,1.9,6
4435,História,Contemporânea,2.9,6
4436,Biologia,Evolução,1.0,18
4437,Biologia,Botânica,4.3,10
4438,Química,Estequiometria,1.5,4
4439,Química,Atomística,4.7,18
4440,Química,Físico-Química,4.6,16
4441,Geografia,Cartografia,2.8,6
4442,Matemática,Álgebra,3.8,13
4443,História,Antiga,3.3,9
4444,Biologia,Botânica,3.6,11
4445,História,Antiga,4.8,13
4446,História,Brasil República,4.8,11
4447,Português,Interpretação de Texto,4.5,12
4448,Química,Físico-Química,2.5,11
4449,História,Contemporânea,1.6,4
4450,Biologia,Genética,2.7,12
4451,Matemática,Álgebra,1.8,6
4452,Física,Ondulatória,2.5,5
4453,Química,Estequiometria,2.6,6
4454,Matemática,Geometria Plana,4.1,9
4455,Português,Semântica,3.9,11
4456,Biologia,Fisiologia Humana,4.8,12
4457,Geografia,Cartografia,2.9,6
4458,Física,Óptica,2.0,10
4459,Matemática,Álgebra,4.2,13
4460,Física,Dinâmica,4.0,9
4461,Química,Atomística,1.4,5
4462,Matemática,Estatística,3.0,12
4463,Português,Semântica,1.6,8
4464,História,Brasil Colônia,4.5,13
4465,Português,Gramática,5.0,14
4466,Física,Óptica,4.3,12
4467,Biologia,Fisiologia Humana,1.2,7
4468,Biologia,Ecologia,2.2,5
4469,Química,Orgânica,1.6,2
4470,Química,Orgânica,1.7,5
4471,Física,Dinâmica,4.8,17
4472,Matemática,Cálculo,2.1,7
4473,Inglês,Reading,2.5,23
4474,Geografia,Geopolítica,1.4,5
4475,Português,Gramática,3.6,10
4476,Matemática,Estatística,1.5,8
4477,Geografia,Ambiental,3.2,7
4478,Química,Atomística,1.4,4
4479,Física,Dinâmica,4.2,13
4480,História,Moderna,3.4,11
4481,História,Brasil Império,3.2,11
4482,Português,Literatura Brasileira,1.9,3
4483,Matemática,Cálculo,3.1,9
4484,Matemática,Cálculo,4.0,15
4485,Física,Eletromagnetismo,1.4,1
4486,Física,Óptica,2.2,8
4487,Biologia,Fisiologia Humana,3.4,9
4488,Biologia,Ecologia,4.9,14
4489,Português,Interpretação de Texto,2.8,10
4490,Química,Atomística,1.9,6
4491,Geografia,Geopolítica,2.7,12
4492,Matemática,Geometria Plana,1.3,6
4493,Inglês,Vocabulary,4.8,12
4494,Geografia,Geopolítica,1.0,2
4495,Matemática,Álgebra,1.1,4
4496,Biologia,Ecologia,4.0,13
4497,Biologia,Botânica,1.4,15
4498,História,Antiga,2.6,23
4499,Química,Físico-Química,1.6,5
4500,Inglês,Vocabulary,3.9,29
4501,Geografia,Geopolítica,3.2,7
4502,Português,Semântica,5.0,13
4503,Matemática,Álgebra,4.7,16
4504,História,Moderna,1.9,3
4505,Biologia,Fisiologia Humana,1.3,2
4506,Geografia,Física,3.6,10
4507,História,Brasil Colônia,3.0,13
4508,História,Medieval,4.9,14
4509,Matemática,Álgebra,2.5,6
4510,História,Brasil Império,2.6,8
4511,História,Brasil Colônia,3.3,13
4512,Português,Semântica,2.8,6
4513,Matemática,Cálculo,1.6,7
4514,Matemática,Combinatória,1.6,2
4515,Química,Físico-Química,3.6,12
4516,História,Antiga,1.6,3
4517,Matemática,Cálculo,2.4,8
4518,História,Moderna,2.3,5
4519,Geografia,Humana,2.6,6
4520,Geografia,Cartografia,1.1,2
4521,Física,Moderna,3.2,12
4522,Geografia,Física,3.2,7
4523,Química,Eletroquímica,4.9,12
4524,História,Moderna,4.5,11
4525,Matemática,Trigonometria,3.4,10
4526,Português,Semântica,1.1,5
4527,Biologia,Botânica,1.6,2
4528,Química,Físico-Química,4.9,17
4529,Português,Gramática,2.4,10
4530,História,Brasil República,3.9,6
4531,Geografia,Humana,4.8,17
4532,História,Brasil Colônia,2.5,4
4533,Química,Inorgânica,2.7,11
4534,História,Brasil Império,4.3,27
4535,Biologia,Citologia,2.5,11
4536,Biologia,Evolução,2.2,6
4537,Biologia,Ecologia,3.2,10
4538,Português,Redação,1.7,9
4539,Física,Ondulatória,3.7,14
4540,Química,Inorgânica,2.8,3
4541,Português,Interpretação de Texto,4.7,13
4542,Química,Orgânica,4.9,16
4543,Inglês,Grammar,4.4,17
4544,História,Contemporânea,3.5,14
4545,Física,Ondulatória,1.6,3
4546,Geografia,Física,1.1,2
4547,História,Brasil República,3.3,8
4548,Química,Físico-Química,2.3,5
4549,História,Antiga,2.2,9
4550,Português,Redação,1.6,2
4551,Geografia,Cartografia,4.4,17
4552,Geografia,Humana,2.4,6
4553,Matemática,Trigonometria,3.6,10
4554,Física,Moderna,1.5,6
4555,Inglês,Reading,3.2,8
4556,Inglês,Reading,1.0,2
4557,História,Medieval,2.3,6
4558,Química,Eletroquímica,1.3,5
4559,Português,Redação,1.1,3
4560,Matemática,Geometria Espacial,4.4,11
4561,Química,Atomística,1.6,4
4562,Biologia,Evolução,4.0,15
4563,Química,Físico-Química,4.5,14
4564,Matemática,Geometria Espacial,3.4,11
4565,Matemática,Combinatória,4.8,12
4566,Português,Gramática,4.9,12
4567,Biologia,Citologia,3.4,12
4568,Matemática,Álgebra,1.4,2
4569,Biologia,Ecologia,4.7,12
4570,Biologia,Citologia,4.0,10
4571,Inglês,Vocabulary,3.2,29
4572,Português,Literatura Brasileira,4.0,15
4573,Matemática,Estatística,3.0,12
4574,História,Contemporânea,4.9,16
4575,Geografia,Geopolítica,4.7,12
4576,Biologia,Fisiologia Humana,2.4,6
4577,Física,Cinemática,2.9,10
4578,Inglês,Vocabulary,4.0,16
4579,Inglês,Vocabulary,4.0,13
4580,Física,Óptica,1.4,23
4581,Inglês,Reading,1.5,6
4582,Português,Interpretação de Texto,2.9,10
4583,Biologia,Fisiologia Humana,2.4,8
4584,Português,Redação,4.5,11
4585,Química,Orgânica,3.2,12
4586,Geografia,Geopolítica,2.9,6
4587,Matemática,Geometria Plana,3.6,10
4588,Biologia,Genética,1.9,4
4589,Química,Atomística,2.6,2
4590,Geografia,Cartografia,2.0,4
4591,Português,Semântica,3.7,12
4592,Física,Dinâmica,3.3,9
4593,Química,Atomística,2.3,10
4594,Português,Interpretação de Texto,4.3,10
4595,Inglês,Reading,1.9,9
4596,História,Contemporânea,1.6,7
4597,Física,Eletromagnetismo,3.2,8
4598,História,Brasil República,4.4,12
4599,Matemática,Álgebra,2.2,7
4600,Física,Moderna,1.1,2
4601,Química,Atomística,2.5,8
4602,Geografia,Ambiental,5.0,16
4603,Biologia,Genética,3.7,15
4604,Geografia,Humana,2.2,4
4605,Geografia,Física,4.3,12
4606,Inglês,Grammar,2.0,7
4607,Português,Gramática,2.3,6
4608,Geografia,Física,1.5,5
4609,Inglês,Grammar,4.2,14
4610,Geografia,Ambiental,3.0,9
4611,História,Medieval,2.5,5
4612,Inglês,Reading,1.9,4
4613,História,Contemporânea,2.2,10
4614,Geografia,Geopolítica,2.7,7
4615,Matemática,Geometria Espacial,1.3,4
4616,Biologia,Citologia,4.3,12
4617,Português,Interpretação de Texto,4.0,15
4618,Biologia,Fisiologia Humana,3.7,9
4619,Inglês,Grammar,2.2,4
4620,Química,Inorgânica,2.2,6
4621,Geografia,Cartografia,3.7,10
4622,Química,Orgânica,2.0,9
4623,Português,Literatura Brasileira,4.6,15
4624,História,Antiga,2.8,7
4625,Matemática,Trigonometria,3.6,9
4626,Química,Inorgânica,4.8,17
4627,Biologia,Ecologia,1.8,6
4628,Inglês,Grammar,3.8,10
4629,Biologia,Botânica,2.7,9
4630,Matemática,Trigonometria,4.6,17
4631,História,Brasil República,4.7,15
4632,Biologia,Genética,1.2,3
4633,Biologia,Ecologia,1.0,6
4634,Química,Inorgânica,1.8,3
4635,Geografia,Ambiental,4.4,13
4636,Matemática,Geometria Espacial,1.8,5
4637,Português,Semântica,1.2,5
4638,Inglês,Grammar,3.8,10
4639,Português,Gramática,3.3,8
4640,História,Medieval,4.4,17
4641,Português,Literatura Brasileira,2.8,6
4642,Química,Físico-Química,4.8,12
4643,Física,Moderna,1.3,3
4644,Inglês,Grammar,3.4,8
4645,Português,Literatura Brasileira,1.2,5
4646,Geografia,Física,2.2,7
4647,Biologia,Citologia,2.5,11
4648,Português,Redação,1.0,7
4649,Química,Físico-Química,1.1,4
4650,Matemática,Álgebra,5.0,14
4651,Português,Interpretação de Texto,3.0,10
4652,Matemática,Combinatória,1.3,7
4653,Matemática,Geometria Plana,4.2,11
4654,Inglês,Reading,4.6,11
4655,História,Brasil República,1.8,9
4656,Inglês,Reading,2.0,8
4657,Biologia,Citologia,4.5,15
4658,História,Contemporânea,2.8,10
4659,Matemática,Cálculo,1.9,8
4660,Português,Interpretação de Texto,2.0,6
4661,Geografia,Física,3.8,13
4662,Biologia,Genética,2.8,12
4663,Inglês,Reading,3.2,11
4664,Física,Moderna,2.6,5
4665,História,Contemporânea,3.3,8
4666,Português,Semântica,2.8,12
4667,Química,Inorgânica,4.5,13
4668,Geografia,Humana,3.4,13
4669,Geografia,Física,2.8,4
4670,Matemática,Trigonometria,4.0,16
4671,Português,Gramática,1.7,8
4672,Física,Eletromagnetismo,4.8,16
4673,Matemática,Geometria Plana,1.7,5
4674,História,Contemporânea,2.0,4
4675,Biologia,Genética,4.6,12
4676,Biologia,Genética,1.7,4
4677,Geografia,Física,1.2,6
4678,Geografia,Geopolítica,4.4,15
4679,Biologia,Ecologia,2.1,9
4680,Matemática,Geometria Plana,4.4,17
4681,História,Moderna,4.1,16
4682,Biologia,Genética,4.5,12
4683,Português,Literatura Brasileira,3.4,14
4684,Matemática,Geometria Espacial,3.3,12
4685,Biologia,Citologia,1.5,4
4686,História,Antiga,1.6,5
4687,Geografia,Ambiental,2.6,9
4688,Química,Atomística,1.5,5
4689,Português,Literatura Brasileira,1.3,5
4690,Geografia,Geopolítica,1.6,5
4691,Química,Estequiometria,4.1,10
4692,Biologia,Fisiologia Humana,2.4,5
4693,Química,Físico-Química,2.6,6
4694,Física,Óptica,2.5,6
4695,Português,Interpretação de Texto,2.9,12
4696,Português,Interpretação de Texto,2.5,6
4697,Matemática,Cálculo,2.7,12
4698,Biologia,Citologia,1.0,6
4699,História,Brasil Colônia,4.5,12
4700,Química,Eletroquímica,1.4,3
4701,Geografia,Geopolítica,1.0,2
4702,Química,Atomística,3.3,8
4703,Matemática,Cálculo,4.4,15
4704,Inglês,Vocabulary,1.6,3
4705,Geografia,Geopolítica,4.4,11
4706,Biologia,Evolução,4.3,15
4707,Geografia,Ambiental,4.2,15
4708,Matemática,Geometria Espacial,4.1,10
4709,Português,Semântica,3.5,9
4710,Biologia,Genética,4.0,14
4711,Português,Interpretação de Texto,1.4,2
4712,Química,Orgânica,2.9,8
4713,Português,Interpretação de Texto,1.2,6
4714,Geografia,Ambiental,3.1,11
4715,Química,Orgânica,3.8,12
4716,Química,Inorgânica,4.2,7
4717,Inglês,Reading,3.6,10
4718,História,Medieval,4.4,13
4719,Geografia,Física,4.1,14
4720,Química,Físico-Química,1.7,9
4721,Física,Eletromagnetismo,1.7,8
4722,Português,Literatura Brasileira,4.0,13
4723,Química,Estequiometria,2.6,7
4724,Química,Eletroquímica,1.1,2
4725,Química,Físico-Química,4.7,16
4726,Química,Estequiometria,1.0,1
4727,Química,Eletroquímica,2.8,9
4728,Matemática,Geometria Espacial,4.7,18
4729,Matemática,Cálculo,2.4,5
4730,Inglês,Grammar,3.6,29
4731,Física,Cinemática,3.9,10
4732,Biologia,Ecologia,4.1,11
4733,Química,Físico-Química,2.2,4
4734,Biologia,Fisiologia Humana,4.4,14
4735,Matemática,Cálculo,1.6,2
4736,Geografia,Cartografia,2.1,9
4737,Português,Gramática,2.9,7
4738,Português,Interpretação de Texto,1.9,5
4739,Matemática,Álgebra,3.3,8
4740,Biologia,Ecologia,2.7,9
4741,Química,Físico-Química,3.7,15
4742,Biologia,Fisiologia Humana,1.5,8
4743,História,Brasil Colônia,3.9,11
4744,Química,Físico-Química,3.9,11
4745,História,Antiga,4.7,13
4746,Inglês,Grammar,3.6,10
4747,Inglês,Grammar,4.6,14
4748,Biologia,Ecologia,3.4,8
4749,História,Brasil Império,4.2,16
4750,Geografia,Física,3.0,7
4751,Inglês,Vocabulary,3.5,10
4752,Química,Atomística,4.5,12
4753,Inglês,Grammar,2.1,10
4754,Inglês,Reading,1.9,9
4755,Geografia,Humana,3.0,9
4756,Inglês,Vocabulary,4.0,8
4757,Geografia,Humana,2.5,8
4758,Matemática,Geometria Espacial,3.8,13
4759,Português,Interpretação de Texto,1.3,22
4760,Geografia,Humana,3.0,9
4761,Inglês,Vocabulary,4.8,15
4762,História,Medieval,2.3,4
4763,Matemática,Cálculo,4.1,10
4764,História,Moderna,2.7,12
4765,Português,Gramática,2.2,8
4766,História,Brasil Colônia,1.8,8
4767,Português,Gramática,3.2,12
4768,Geografia,Cartografia,2.0,7
4769,Química,Eletroquímica,4.5,14
4770,Física,Termodinâmica,3.6,8
4771,Geografia,Ambiental,4.0,10
4772,Química,Inorgânica,2.9,10
4773,Física,Cinemática,4.1,10
4774,Inglês,Vocabulary,4.4,11
4775,História,Medieval,2.5,8
4776,Matemática,Geometria Espacial,4.6,12
4777,Inglês,Grammar,4.7,13
4778,Biologia,Citologia,2.6,10
4779,Biologia,Citologia,4.3,16
4780,Física,Eletromagnetismo,4.7,13
4781,Português,Semântica,4.6,15
4782,História,Contemporânea,1.3,1
4783,Geografia,Humana,3.0,11
4784,Matemática,Trigonometria,2.9,9
4785,Biologia,Ecologia,3.7,13
4786,Inglês,Grammar,1.1,7
4787,Geografia,Física,4.4,15
4788,Química,Físico-Química,4.3,10
4789,História,Moderna,4.4,16
4790,Física,Eletromagnetismo,4.5,14
4791,Matemática,Trigonometria,2.6,5
4792,Física,Óptica,4.1,15
4793,Matemática,Trigonometria,1.8,7
4794,Química,Estequiometria,4.4,15
4795,Química,Inorgânica,1.5,7
4796,Geografia,Humana,4.1,10
4797,Inglês,Vocabulary,4.7,10
4798,História,Medieval,2.6,5
4799,Biologia,Evolução,3.8,14
4800,Biologia,Citologia,3.7,11
4801,História,Moderna,5.0,13
4802,Física,Termodinâmica,2.4,8
4803,Inglês,Reading,5.0,13
4804,Geografia,Ambiental,2.8,5
4805,História,Medieval,3.2,13
4806,História,Moderna,4.1,15
4807,Química,Eletroquímica,3.7,12
4808,Física,Óptica,2.9,6
4809,Português,Semântica,4.8,13
4810,Física,Termodinâmica,4.5,17
4811,Matemática,Álgebra,2.5,11
4812,Química,Eletroquímica,3.0,8
4813,Inglês,Reading,1.5,6
4814,Química,Inorgânica,3.5,23
4815,Matemática,Cálculo,3.5,27
4816,Química,Inorgânica,1.6,5
4817,Química,Eletroquímica,4.5,13
4818,Geografia,Física,3.6,28
4819,Geografia,Ambiental,1.7,8
4820,História,Antiga,1.3,4
4821,Física,Ondulatória,3.4,14
4822,Física,Dinâmica,4.2,11
4823,Matemática,Cálculo,1.1,2
4824,Biologia,Botânica,1.5,8
4825,Química,Inorgânica,1.8,5
4826,História,Brasil Colônia,1.9,6
4827,Química,Eletroquímica,2.0,9
4828,Inglês,Reading,1.3,1
4829,História,Medieval,3.6,11
4830,Matemática,Cálculo,1.4,3
4831,Inglês,Grammar,2.0,6
4832,Inglês,Grammar,4.3,10
4833,Biologia,Botânica,2.5,5
4834,Química,Orgânica,2.0,10
4835,História,Antiga,2.4,11
4836,Português,Interpretação de Texto,3.0,11
4837,Inglês,Grammar,4.1,10
4838,Biologia,Fisiologia Humana,4.3,14
4839,Química,Atomística,2.4,8
4840,Inglês,Reading,3.1,12
4841,Português,Semântica,1.6,3
4842,Biologia,Fisiologia Humana,1.2,4
4843,Português,Interpretação de Texto,3.3,11
4844,História,Brasil República,4.3,16
4845,Química,Físico-Química,4.0,11
4846,Português,Literatura Brasileira,1.7,7
4847,Química,Atomística,2.5,8
4848,Português,Literatura Brasileira,1.8,7
4849,Química,Estequiometria,4.7,17
4850,Biologia,Genética,2.3,7
4851,Português,Redação,3.1,10
4852,Química,Orgânica,4.7,14
4853,Física,Dinâmica,2.0,8
4854,História,Brasil República,4.3,11
4855,Biologia,Botânica,1.3,4
4856,Matemática,Álgebra,1.0,3
4857,Matemática,Estatística,4.9,15
4858,Química,Estequiometria,3.9,15
4859,História,Moderna,3.6,8
4860,História,Moderna,4.7,14
4861,Física,Cinemática,1.8,6
4862,Geografia,Humana,4.6,14
4863,Química,Atomística,3.4,13
4864,Geografia,Cartografia,2.2,9
4865,Química,Orgânica,4.6,16
4866,Química,Atomística,3.1,13
4867,Biologia,Citologia,3.3,10
4868,Português,Redação,4.8,14
4869,Português,Literatura Brasileira,4.7,18
4870,Matemática,Estatística,5.0,17
4871,Química,Atomística,1.3,2
4872,Matemática,Trigonometria,3.5,12
4873,Português,Redação,2.3,10
4874,História,Contemporânea,4.4,17
4875,História,Brasil Império,2.0,6
4876,Biologia,Citologia,3.6,12
4877,Geografia,Cartografia,1.4,5
4878,Inglês,Reading,3.6,10
4879,Matemática,Geometria Plana,2.7,12
4880,Química,Atomística,1.6,6
4881,Física,Eletromagnetismo,1.8,4
4882,Inglês,Reading,1.8,9
4883,História,Contemporânea,5.0,16
4884,História,Brasil República,3.4,11
4885,Português,Gramática,2.8,9
4886,Química,Físico-Química,2.3,4
4887,Inglês,Grammar,2.3,8
4888,Física,Moderna,2.9,6
4889,Inglês,Vocabulary,2.0,10
4890,Geografia,Física,2.1,6
4891,Matemática,Cálculo,4.3,12
4892,Matemática,Geometria Espacial,2.4,10
4893,Física,Termodinâmica,4.6,13
4894,Português,Interpretação de Texto,2.0,7
4895,Matemática,Estatística,3.0,7
4896,História,Antiga,3.4,14
4897,Matemática,Estatística,2.2,4
4898,História,Antiga,5.0,19
4899,Química,Físico-Química,1.3,6
4900,Biologia,Botânica,2.5,11
4901,Matemática,Geometria Plana,3.1,11
4902,Português,Interpretação de Texto,3.5,8
4903,Inglês,Vocabulary,3.2,9
4904,Química,Estequiometria,3.8,12
4905,História,Moderna,2.7,12
4906,Biologia,Evolução,1.9,4
4907,Biologia,Citologia,4.7,15
4908,História,Brasil Colônia,4.4,15
4909,Matemática,Combinatória,4.1,10
4910,Inglês,Reading,3.4,29
4911,Física,Eletromagnetismo,4.4,16
4912,História,Contemporânea,1.9,8
4913,Química,Inorgânica,2.5,9
4914,História,Brasil República,2.4,23
4915,Biologia,Genética,3.6,13
4916,Português,Gramática,2.2,9
4917,Química,Físico-Química,1.1,4
4918,Matemática,Trigonometria,2.9,11
4919,História,Brasil Colônia,2.9,12
4920,Matemática,Combinatória,3.1,13
4921,Química,Eletroquímica,4.6,17
4922,Física,Termodinâmica,2.6,9
4923,Geografia,Humana,3.3,13
4924,Inglês,Grammar,5.0,16
4925,Química,Físico-Química,2.3,7
4926,Matemática,Geometria Espacial,1.9,3
4927,História,Antiga,1.5,6
4928,Inglês,Reading,1.9,6
4929,Matemática,Geometria Espacial,4.7,13
4930,Matemática,Trigonometria,2.6,5
4931,Geografia,Física,1.5,7
4932,Física,Ondulatória,3.5,8
4933,Física,Cinemática,4.4,15
4934,Física,Dinâmica,1.2,6
4935,Matemática,Geometria Plana,2.5,3
4936,Química,Eletroquímica,1.8,9
4937,Geografia,Ambiental,2.9,7
4938,Física,Eletromagnetismo,3.6,11
4939,Matemática,Álgebra,3.5,8
4940,Química,Inorgânica,2.4,8
4941,História,Moderna,2.3,9
4942,Química,Atomística,2.3,8
4943,História,Moderna,2.1,8
4944,Física,Cinemática,3.2,7
4945,Português,Interpretação de Texto,3.5,10
4946,História,Contemporânea,2.3,5
4947,Química,Estequiometria,4.2,10
4948,Inglês,Vocabulary,3.0,10
4949,Português,Gramática,1.9,3
4950,Português,Literatura Brasileira,2.2,7
4951,Matemática,Geometria Espacial,2.8,12
4952,Português,Semântica,1.1,7
4953,Física,Termodinâmica,3.0,6
4954,Matemática,Álgebra,2.8,11
4955,Física,Óptica,3.0,10
4956,Matemática,Geometria Espacial,3.1,9
4957,Química,Físico-Química,2.0,5
4958,Geografia,Geopolítica,2.8,11
4959,Português,Interpretação de Texto,3.9,9
4960,Geografia,Cartografia,3.3,10
4961,Física,Eletromagnetismo,4.7,17
4962,Português,Semântica,4.9,18
4963,Português,Redação,1.9,3
4964,Biologia,Genética,4.5,14
4965,História,Moderna,3.7,13
4966,Matemática,Geometria Espacial,3.7,24
4967,Inglês,Grammar,4.2,12
4968,Biologia,Citologia,4.2,11
4969,Química,Atomística,3.4,9
4970,Biologia,Genética,4.4,16
4971,Inglês,Reading,4.1,14
4972,Português,Interpretação de Texto,2.0,8
4973,Química,Orgânica,2.0,7
4974,Inglês,Grammar,3.5,9
4975,História,Medieval,2.8,10
4976,Química,Físico-Química,3.9,14
4977,Química,Atomística,1.5,2
4978,Física,Termodinâmica,3.8,8
4979,Biologia,Genética,3.1,8
4980,História,Brasil Império,3.6,12
4981,Química,Estequiometria,1.0,3
4982,Geografia,Física,2.3,6
4983,Química,Inorgânica,1.2,3
4984,Português,Redação,3.8,10
4985,Biologia,Citologia,1.1,4
4986,História,Medieval,1.9,9
4987,Português,Literatura Brasileira,4.7,15
4988,Inglês,Reading,1.8,8
4989,Matemática,Trigonometria,2.6,8
4990,Matemática,Combinatória,2.8,8
4991,Matemática,Geometria Plana,2.5,4
4992,História,Medieval,3.5,14
4993,Matemática,Estatística,2.9,11
4994,Matemática,Geometria Plana,4.6,16
4995,Português,Semântica,4.1,11
4996,Português,Semântica,2.7,6
4997,Português,Literatura Brasileira,1.1,1
4998,Geografia,Cartografia,4.5,14
4999,Física,Termodinâmica,3.3,11
